epoch,lr,train_loss,train_acc,train_macro_f1,train_weighted_f1,val_loss,val_acc,val_macro_f1,val_weighted_f1,epoch_time_sec
1,0.0001,2.380805723584356,0.195943974321564,0.1904184691721401,0.1977003068056213,2.410758504295869,0.2908719346049046,0.2705607470484458,0.276127432957105,939.6043326854706
2,0.0001,2.1139373936109096,0.307645170703239,0.2930820414743555,0.3052728913069079,2.207142466095553,0.3881471389645776,0.3567814610690671,0.3673911421577198,797.1950721740723
3,0.0001,1.9911880363832244,0.3722206011088415,0.3537467690099528,0.3710422779489756,2.2017490767653047,0.4072207084468665,0.3893224773870228,0.3935284101178615,790.6647703647614
4,0.0001,1.9203960740534949,0.4170995039393055,0.3951686114394851,0.4191182592322761,2.049509275966509,0.4850136239782016,0.457974726144798,0.4709250320346155,791.0575881004333
5,0.0001,1.86840444241455,0.4435074409104172,0.4212614676717751,0.4451631558467661,1.990722819829832,0.5226158038147138,0.4935566413597649,0.5252659873202915,798.6809873580933
6,0.0001,1.8083690675730464,0.4766267872775022,0.4516095142495789,0.4796088679876268,1.9956793776000228,0.5365122615803815,0.510789468448155,0.5352120352576909,815.4243392944336
7,0.0001,1.764760244751867,0.5014590020426029,0.4768277690110628,0.5048726239916476,1.9150218941535224,0.5516348773841961,0.5275593671276038,0.5463464870580494,796.032589673996
8,0.0001,1.7277739292197092,0.5236650131310184,0.4981943473415071,0.5273976169989353,1.8420210565468271,0.579291553133515,0.5489018463573215,0.5870573652010136,800.894100189209
9,0.0001,1.6894045695571187,0.5401225561715787,0.5142030607174044,0.5438794373276115,1.880702480568223,0.5667574931880109,0.5413758857834614,0.5812069091749967,814.1034910678864
10,0.0001,1.656539788411733,0.5588853224394514,0.5318585129499567,0.5631439669525299,1.88583251358053,0.5670299727520436,0.533834487166186,0.5781263938332892,822.6403231620789
11,0.0001,1.6184533537877763,0.5772687481762474,0.549618041565574,0.581599336618071,1.7922558301151286,0.6107629427792916,0.5874311251346358,0.6119914454356494,801.9063091278076
12,0.0001,1.5980328620401945,0.5863145608403851,0.559294780622545,0.5910453239533978,1.8547298067597016,0.6001362397820164,0.5789034212269561,0.610037175654681,810.0502433776855
13,0.0001,1.564277379882207,0.6033848847388387,0.5765126085430902,0.6076783932861903,1.8559171360909776,0.6092643051771117,0.5665015197571037,0.6136374397945542,797.3048491477966
14,0.0001,1.5439846352234088,0.6115552961774147,0.5847112363851851,0.6156866797533312,1.7180868071496325,0.6485013623978202,0.6160031136446092,0.647879386105764,812.7371428012848
15,0.0001,1.5224186915783622,0.6252407353370295,0.5989265627331566,0.6295365799933272,1.775091503621447,0.6208446866485013,0.5862212131993905,0.6282315259282354,807.7179701328278
16,0.0001,1.5021764047437345,0.6315436241610738,0.6042040090002878,0.6357686514540841,1.683084075912143,0.6727520435967302,0.6491520434915087,0.6779415188446223,809.4789531230927
17,0.0001,1.4838852952303745,0.6434490808287131,0.6157782282028229,0.6481259115300312,1.6587777371627432,0.6798365122615804,0.6519325555125229,0.6810118882674256,821.8981986045837
18,0.0001,1.4608636453543389,0.6527866939013715,0.6238975681213678,0.6574207905799754,1.7119882661575192,0.6569482288828338,0.6259777897500125,0.6661538086971435,820.9609303474426
19,0.0001,1.446455054134261,0.6588269623577473,0.6306717515501132,0.6631480715078752,1.5940507882297523,0.7061307901907357,0.678015010259933,0.7088579033941738,829.4877665042877
20,0.0001,1.424658301247429,0.6702363583309017,0.6430757185609063,0.6742134372225158,1.763406440152784,0.6449591280653951,0.6210255153359239,0.6523746229392304,880.1907026767731
21,0.0001,1.4126919568437233,0.6782025094835132,0.6514497387595001,0.6822669985751358,1.5756830462318026,0.7137602179836512,0.6784134617261368,0.7175661508954188,900.8642716407776
22,0.0001,1.3977291124987818,0.6828421359789903,0.6562332734828646,0.6863772044449,1.6296621286251889,0.688283378746594,0.6625767153395437,0.6922154913558012,904.6184356212616
23,0.0001,1.3891844878434647,0.686723081412314,0.6591274776829877,0.6907833170800932,1.5980914425784951,0.7129427792915531,0.6735839244354366,0.7148615810178031,888.8810579776764
24,0.0001,1.3653396654031629,0.6995622993872191,0.672834328124107,0.7032600381262081,1.5570894062681484,0.7303814713896458,0.7050348466652515,0.7332839728340471,883.2007448673248
25,0.0001,1.2483249590700904,0.7574846804785527,0.7322509997622966,0.7604432450895964,1.5458918064751481,0.726158038147139,0.6942227207914595,0.733226126308776,567.8497922420502
26,0.0001,1.2024842390347612,0.7761890866647213,0.7521408823018282,0.7792983389147445,1.4909494080400596,0.752724795640327,0.7211951536618864,0.7581817928965785,550.8212640285492
27,0.0001,1.177279345885567,0.7909541873358623,0.7677295390400986,0.7938299640794997,1.5472942850570264,0.7286103542234332,0.7012668195872912,0.7347481968710632,547.9951372146606
28,0.0001,1.1465488198723917,0.8089874525824337,0.78778513375487,0.8118599111283845,1.5282402159407613,0.7404632152588556,0.7112812606325192,0.7487569099958779,551.8520786762238
29,0.0001,1.1238425790515696,0.8182375255325357,0.7980269922247527,0.8205150412800288,1.5079364315365575,0.7588555858310627,0.7302132544795554,0.7631909355961157,551.2230348587036
30,0.0001,1.1081533058412505,0.8262328567259994,0.807415061223465,0.8284481558577497,1.5425245865814043,0.7395095367847412,0.7050853589881962,0.7516525194242745,553.3726902008057
31,0.0001,1.0865496682745046,0.8390428946600526,0.8198838481972757,0.8414238473664681,1.5283304895302254,0.7438692098092643,0.7111512716438126,0.7491753599398709,554.6355309486389
32,0.0001,1.0672129391302059,0.8484096877735628,0.8289695062158401,0.8506220107952358,1.5073360671789184,0.7581743869209809,0.7237212986349851,0.7603258025657306,556.7602314949036
33,5e-05,1.047604664240977,0.8586227020717829,0.8427909796951056,0.8601970069396444,1.5472871585502936,0.7446866485013623,0.7164071778540594,0.7501597741985514,555.9149539470673
34,5e-05,0.9837011900071956,0.8946892325649256,0.878473885189754,0.8960885359727334,1.4329456722379055,0.7867847411444142,0.7542434189258407,0.7909370345727463,553.2744736671448
35,5e-05,0.9612677092798465,0.9072658301721622,0.8933035858098867,0.908400450156488,1.448188585546426,0.7840599455040872,0.7502752358872259,0.7888601011451848,550.3683676719666
36,5e-05,0.9467229343065897,0.914823460752845,0.9011542294769587,0.9159725561413505,1.4512331030349315,0.7829700272479564,0.7488126993858418,0.7886139639308175,550.1234517097473
37,5e-05,0.9350684969217186,0.9189670265538372,0.9056244826171508,0.9200886180799429,1.445953699938283,0.7930517711171662,0.7528793006865715,0.7959058070208055,548.9371004104614
38,5e-05,0.9234179354110542,0.9282754595856434,0.9139471742836232,0.9292198461330274,1.4407915159532094,0.7952316076294278,0.7584102836489599,0.7998073524407595,551.4552927017212
39,5e-05,0.9180659235410799,0.9297344616282462,0.9169241735553427,0.9305855320912017,1.411181970383231,0.8010899182561307,0.7531483250046542,0.8020065127783425,569.3339900970459
40,5e-05,0.9106537551548727,0.9349868689816165,0.9217982645478144,0.9358948467741324,1.4555944038671758,0.7848773841961852,0.743040357681442,0.7901403154723806,565.3239064216614
41,5e-05,0.9008098922528572,0.9382258535161949,0.9259925515683431,0.9389830155086198,1.4288054941785433,0.7974114441416894,0.7528995759589008,0.7994697624379989,565.0490531921387
42,2.5e-05,0.8949922617302019,0.9422818791946309,0.9311254066492236,0.9428868940488131,1.4720537912618237,0.7852861035422344,0.7501292718195433,0.7906073809650868,563.7991511821747
43,2.5e-05,0.8658321890289734,0.9579807411730377,0.9471879929331128,0.9584993013538193,1.4372000504579465,0.7985013623978202,0.7597615884777293,0.8037497987515334,569.9136176109314
44,2.5e-05,0.8585152571285505,0.9624744674642545,0.9522548064167964,0.9628503359082433,1.4188454860562525,0.8080381471389646,0.7678877837951432,0.810646828937713,579.5759530067444
45,2.5e-05,0.8535484504657964,0.9644003501604902,0.9531033012060046,0.9648099656892165,1.4299630806296657,0.8028610354223433,0.7606864631931104,0.8059745510162422,579.7435383796692
46,2.5e-05,0.8505375043344734,0.9660636124890575,0.9548649643388739,0.966505566459286,1.4278486492848201,0.8070844686648502,0.7667078687748103,0.8104332344420597,582.7139689922333
47,2.5e-05,0.8462879807809229,0.9680478552669973,0.9558875835973645,0.9685248169825028,1.4283959193840339,0.8055858310626703,0.7597270762833435,0.8078135517213841,579.9242687225342
48,1.25e-05,0.8411786520936797,0.9707615990662387,0.9608769881901473,0.9711107254144982,1.4312178875509984,0.8040871934604905,0.7599912405346818,0.8078702074920413,585.5301530361176
