test_loss,test_accuracy,test_macro_f1,test_weighted_f1,best_epoch,best_val_macro_f1,num_test_samples
0.3786586482323259,0.8503222986998799,0.8536949578572421,0.8505200011220188,61,0.8579819883774128,9153
